,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
662,"{'text': ""here's the Twisted truth about Skittles"", 'start': 0.399, 'duration': 5.48}","{'text': 'do you have any idea why manufacturers', 'start': 3.8, 'duration': 3.959}","{'text': 'want to make candies and all sorts of', 'start': 5.879, 'duration': 4.081}","{'text': ""different colors like this it's very"", 'start': 7.759, 'duration': 3.8}","{'text': ""appealing to our eyes isn't it cuz"", 'start': 9.96, 'duration': 3.24}","{'text': 'manufacturers are trying to play to the', 'start': 11.559, 'duration': 3.2}","{'text': 'fact that your body your eyes and your', 'start': 13.2, 'duration': 3.48}","{'text': 'brain have been seeking colorful ripe', 'start': 14.759, 'duration': 4.36}","{'text': 'fruit for hundreds of thousands of years', 'start': 16.68, 'duration': 4.08}","{'text': ""so you may have a sweet tooth and that's"", 'start': 19.119, 'duration': 3.92}","{'text': 'okay because your ancestors involved', 'start': 20.76, 'duration': 3.96}","{'text': 'eating fruit but to quell your sweet', 'start': 23.039, 'duration': 3.64}","{'text': ""tooth don't get tricked into eating fake"", 'start': 24.72, 'duration': 5.039}","{'text': 'fruit like Skittles eat real fruit not', 'start': 26.679, 'duration': 5.281}","{'text': 'this', 'start': 29.759, 'duration': 2.201}",,,,,,,,,,,,,,,,,,,,,
663,"{'text': 'over 100 ingredients in here you are led', 'start': 0.16, 'duration': 5.36}","{'text': 'to believe this is 100% chicken I even', 'start': 3.439, 'duration': 3.641}","{'text': 'asked them is your grilled chicken', 'start': 5.52, 'duration': 3.6}","{'text': 'sandwich is that 100% chicken it would', 'start': 7.08, 'duration': 3.719}","{'text': 'be real big', 'start': 9.12, 'duration': 3.679}","{'text': 'trouble but a small amount of research', 'start': 10.799, 'duration': 4.401}","{'text': 'will show you there are actually 46', 'start': 12.799, 'duration': 4.24}","{'text': 'ingredients in this grilled chicken', 'start': 15.2, 'duration': 3.96}","{'text': ""patty what's in here soybean oil and"", 'start': 17.039, 'duration': 4.041}","{'text': 'canola oil modified corn starch', 'start': 19.16, 'duration': 4.119}","{'text': 'processed sugar xantham gum dimethyl', 'start': 21.08, 'duration': 4.0}","{'text': 'polysiloxane which is an ingredient in', 'start': 23.279, 'duration': 4.121}","{'text': 'Silly Putty is in here this is nowhere', 'start': 25.08, 'duration': 4.039}","{'text': ""close to 100% chicken and that's not the"", 'start': 27.4, 'duration': 4.64}","{'text': 'end of it 61 ingredients in this bun', 'start': 29.119, 'duration': 4.96}","{'text': 'also containing processed sugars seed', 'start': 32.04, 'duration': 4.199}","{'text': ""oils gums and that's not even including"", 'start': 34.079, 'duration': 3.921}","{'text': 'the Chick-fil-A sauce which has a first', 'start': 36.239, 'duration': 4.48}","{'text': ""ingredient of soybean oil I'm all for"", 'start': 38.0, 'duration': 5.039}","{'text': 'healthier fast food options by marketing', 'start': 40.719, 'duration': 3.761}","{'text': 'something like this as healthy and', 'start': 43.039, 'duration': 3.52}","{'text': 'having 61 ingredients in this BN and 46', 'start': 44.48, 'duration': 3.96}","{'text': ""ingredients in this chicken patty That's"", 'start': 46.559, 'duration': 3.961}","{'text': ""not healthy that's just us getting"", 'start': 48.44, 'duration': 4.799}","{'text': 'played', 'start': 50.52, 'duration': 2.719}",,,,,,,,,,,
664,"{'text': ""there's a lot of food out there that's"", 'start': 0.04, 'duration': 3.8}","{'text': 'basically legal drugs in my opinion and', 'start': 1.199, 'duration': 4.201}","{'text': ""manufacturers are smart there's a lot of"", 'start': 3.84, 'duration': 3.88}","{'text': 'money behind these businesses craft', 'start': 5.4, 'duration': 4.4}","{'text': 'whatever the parent company of lazes', 'start': 7.72, 'duration': 4.44}","{'text': 'nestle these aggr business multinational', 'start': 9.8, 'duration': 4.08}","{'text': 'corporations are smart they have really', 'start': 12.16, 'duration': 2.92}","{'text': 'smart people working for them who', 'start': 13.88, 'duration': 3.36}","{'text': 'figured out if we make food addictive if', 'start': 15.08, 'duration': 4.76}","{'text': 'we combine these synthetic tastes to', 'start': 17.24, 'duration': 4.32}","{'text': 'make it hit the Bliss point in the human', 'start': 19.84, 'duration': 3.599}","{'text': ""brain and we make it convenient we're"", 'start': 21.56, 'duration': 5.559}","{'text': ""good we'll make billions of dollars"", 'start': 23.439, 'duration': 3.68}",,,,,,,,,,,,,,,,,,,,,,,
665,"{'text': 'this is my morning routine after waking', 'start': 0.24, 'duration': 4.64}","{'text': 'up with the sun I head to the bathroom', 'start': 2.84, 'duration': 4.479}","{'text': 'to take care of business got to love a', 'start': 4.88, 'duration': 4.799}","{'text': 'good poop then I turned the Wi-Fi back', 'start': 7.319, 'duration': 4.841}","{'text': 'on because I had it turned off overnight', 'start': 9.679, 'duration': 4.16}","{'text': 'head into the kitchen drink some reverse', 'start': 12.16, 'duration': 3.639}","{'text': 'osmosis water and a little bit of local', 'start': 13.839, 'duration': 3.561}","{'text': 'gate free honey before heading', 'start': 15.799, 'duration': 4.041}","{'text': 'downstairs for grounding sunlight in the', 'start': 17.4, 'duration': 5.36}","{'text': 'eyes and light movement to start the day', 'start': 19.84, 'duration': 6.359}","{'text': 'this might include some deep squats some', 'start': 22.76, 'duration': 6.919}","{'text': 'bends some squats and some reverse', 'start': 26.199, 'duration': 5.961}","{'text': 'Norm curls after that I get on the', 'start': 29.679, 'duration': 5.001}","{'text': 'balance board activate the Brain before', 'start': 32.16, 'duration': 5.079}","{'text': 'surfing then the surf board gets waxed', 'start': 34.68, 'duration': 6.64}","{'text': 'loaded in the car head to the beach', 'start': 37.239, 'duration': 4.081}",,,,,,,,,,,,,,,,,,,,
666,"{'text': 'if you have muscle cramps you need to', 'start': 0.04, 'duration': 3.919}","{'text': 'listen to this getting minerals from', 'start': 2.04, 'duration': 3.88}","{'text': 'your food magnesium potassium and', 'start': 3.959, 'duration': 4.361}","{'text': 'calcium is essential for avoiding muscle', 'start': 5.92, 'duration': 4.52}","{'text': 'cramps but a lot of those minerals are', 'start': 8.32, 'duration': 4.92}","{'text': ""not bioavailable in plant Foods they're"", 'start': 10.44, 'duration': 4.8}","{'text': 'much more bioavailable in animal Foods', 'start': 13.24, 'duration': 3.84}","{'text': 'if you listen to plant-based Advocates', 'start': 15.24, 'duration': 3.44}","{'text': ""they will tell you that there's just as"", 'start': 17.08, 'duration': 3.6}","{'text': 'much zinc in lentils as there is in', 'start': 18.68, 'duration': 3.8}","{'text': ""steak what they're not telling you is"", 'start': 20.68, 'duration': 3.96}","{'text': 'the zinc in lentils or beans is not', 'start': 22.48, 'duration': 4.16}","{'text': 'bioavailable meaning when you put that', 'start': 24.64, 'duration': 3.44}","{'text': 'thing into your body and it goes to your', 'start': 26.64, 'duration': 3.039}","{'text': ""stomach you can't get the zinc out of"", 'start': 28.08, 'duration': 3.08}","{'text': 'the be or out of the lentils and into', 'start': 29.679, 'duration': 2.841}","{'text': 'your body it just goes right out in your', 'start': 31.16, 'duration': 4.04}","{'text': 'poof the zinc the iron the copper in', 'start': 32.52, 'duration': 5.039}","{'text': 'liver the magnesium in steak or orange', 'start': 35.2, 'duration': 4.72}","{'text': 'juice or milk these are all bioavailable', 'start': 37.559, 'duration': 4.281}","{'text': 'in animal foods and bioavailable in', 'start': 39.92, 'duration': 4.28}","{'text': 'fruits', 'start': 41.84, 'duration': 2.36}",,,,,,,,,,,,,,
667,"{'text': ""Dr saladino when you're recommending"", 'start': 0.12, 'duration': 5.239}","{'text': 'this diet what risks do you discuss with', 'start': 2.48, 'duration': 5.04}","{'text': ""your patients I don't think there are"", 'start': 5.359, 'duration': 4.441}","{'text': 'any risks to eating animal food and you', 'start': 7.52, 'duration': 4.239}","{'text': 'are a psychiatrist am I correct a', 'start': 9.8, 'duration': 4.039}","{'text': 'residency in Psychiatry so what do you', 'start': 11.759, 'duration': 4.401}","{'text': 'know about nutrition what is where did', 'start': 13.839, 'duration': 5.081}","{'text': 'you gain your background in nutrition', 'start': 16.16, 'duration': 4.64}","{'text': 'listen this is I think no you listen to', 'start': 18.92, 'duration': 4.0}","{'text': ""me and answer my question now I'm asking"", 'start': 20.8, 'duration': 4.479}","{'text': 'you to tell us where your background', 'start': 22.92, 'duration': 5.119}","{'text': 'emanates from I went to medical school', 'start': 25.279, 'duration': 4.4}","{'text': 'and I studied nutrition in medical', 'start': 28.039, 'duration': 4.161}","{'text': 'school and I stud nutrition indepently', 'start': 29.679, 'duration': 4.641}","{'text': 'one of the C things school that it', 'start': 32.2, 'duration': 4.4}","{'text': ""teaches you how to read articles I'm a"", 'start': 34.32, 'duration': 4.44}","{'text': 'doctor medicine needs to think about', 'start': 36.6, 'duration': 3.88}","{'text': 'teaching doctors more nutrition in', 'start': 38.76, 'duration': 4.4}","{'text': 'medical school but it is up to us to', 'start': 40.48, 'duration': 4.399}","{'text': ""educate ourselves just because there's a"", 'start': 43.16, 'duration': 3.919}","{'text': ""degree that says a doctor doesn't mean"", 'start': 44.879, 'duration': 3.801}","{'text': ""that we have or don't have medical"", 'start': 47.079, 'duration': 3.64}","{'text': 'nutritional knowledge the bottom line is', 'start': 48.68, 'duration': 4.44}","{'text': 'you practice Psychiatry am I correct I', 'start': 50.719, 'duration': 4.401}","{'text': 'practice medicine I think you practice', 'start': 53.12, 'duration': 5.959}","{'text': 'Psychiatry is that correct medicine', 'start': 55.12, 'duration': 3.959}",,,,,,,,,,
668,"{'text': ""here's why you should eat more cheese"", 'start': 0.08, 'duration': 5.36}","{'text': 'there are tons of research studies of', 'start': 2.679, 'duration': 4.921}","{'text': 'All Sorts Interventional observational', 'start': 5.44, 'duration': 5.079}","{'text': 'showing associations between increased', 'start': 7.6, 'duration': 4.88}","{'text': 'full fat Dairy consumption like cheese', 'start': 10.519, 'duration': 3.721}","{'text': 'or whole milk and lower rates of', 'start': 12.48, 'duration': 3.879}","{'text': 'cardiovascular disease diabetes obesity', 'start': 14.24, 'duration': 4.84}","{'text': 'Etc we know that cheese milk these dairy', 'start': 16.359, 'duration': 4.601}","{'text': 'products are full of so many nutrients', 'start': 19.08, 'duration': 3.24}","{'text': 'that are essential for optimal human', 'start': 20.96, 'duration': 4.12}","{'text': 'health things like vitamin K2 choline', 'start': 22.32, 'duration': 5.359}","{'text': 'calcium riboflavin these are essential', 'start': 25.08, 'duration': 5.599}","{'text': 'for human thriving energy libido vit it', 'start': 27.679, 'duration': 5.681}","{'text': 'and cheese is freaking delicious raw', 'start': 30.679, 'duration': 4.921}","{'text': 'parmesano regano is one of my favorites', 'start': 33.36, 'duration': 6.4}","{'text': ""eat more cheese you'll thrive"", 'start': 35.6, 'duration': 4.16}",,,,,,,,,,,,,,,,,,,,
669,"{'text': 'raw milk is amazing for humans there are', 'start': 0.04, 'duration': 6.0}","{'text': 'benefits to gut Flora benefits to kids', 'start': 3.159, 'duration': 4.76}","{'text': 'who grow up drinking this who have less', 'start': 6.04, 'duration': 4.4}","{'text': 'allergy eczema and Asthma there are', 'start': 7.919, 'duration': 4.441}","{'text': 'benefits to pregnant mothers and the', 'start': 10.44, 'duration': 3.76}","{'text': 'nutrients in raw milk are much more', 'start': 12.36, 'duration': 4.04}","{'text': 'preserved than in pasteurized milk if', 'start': 14.2, 'duration': 3.6}","{'text': 'you are not drinking raw milk you are', 'start': 16.4, 'duration': 3.48}","{'text': 'missing out get some raw milk in your', 'start': 17.8, 'duration': 3.28}","{'text': 'diet and I think you will notice', 'start': 19.88, 'duration': 2.96}","{'text': 'immediately how valuable this food is', 'start': 21.08, 'duration': 4.279}","{'text': 'for humans', 'start': 22.84, 'duration': 2.519}",,,,,,,,,,,,,,,,,,,,,,,,
670,"{'text': 'the following clip on raw milk was', 'start': 0.08, 'duration': 3.76}","{'text': ""removed from YouTube but it's so"", 'start': 2.04, 'duration': 3.64}","{'text': 'important and so helpful that I really', 'start': 3.84, 'duration': 3.88}","{'text': 'want you guys to see this raw milk cafir', 'start': 5.68, 'duration': 3.64}","{'text': 'is an incredibly nutritionally dense', 'start': 7.72, 'duration': 3.56}","{'text': ""whole food that's fantastic for the gut"", 'start': 9.32, 'duration': 3.72}","{'text': ""microbiome and it's extremely complex"", 'start': 11.28, 'duration': 3.279}","{'text': 'with all this diversity of bacteria', 'start': 13.04, 'duration': 3.56}","{'text': ""there's history with this yes it goes"", 'start': 14.559, 'duration': 3.64}","{'text': 'back thousands and thousands of years if', 'start': 16.6, 'duration': 3.24}","{'text': 'you think about it the Messi the', 'start': 18.199, 'duration': 4.0}","{'text': 'Mongolians Europeans everybody around', 'start': 19.84, 'duration': 6.199}","{'text': 'the world sheep horses reindeer camels', 'start': 22.199, 'duration': 6.16}","{'text': 'water buffalo if you could find a mammal', 'start': 26.039, 'duration': 4.521}","{'text': 'you had grass and sunshine you had food', 'start': 28.359, 'duration': 4.481}","{'text': 'today we cohabitated so closely to these', 'start': 30.56, 'duration': 4.319}","{'text': ""animals they're not foreign to us Ram"", 'start': 32.84, 'duration': 3.96}","{'text': 'mil cafir was a natural outgrowth of', 'start': 34.879, 'duration': 3.321}","{'text': 'that because if you think about it the', 'start': 36.8, 'duration': 3.36}","{'text': 'container that the person that was', 'start': 38.2, 'duration': 4.12}","{'text': ""milking the cow wasn't clean it had"", 'start': 40.16, 'duration': 4.079}","{'text': 'residues from the milk prior week and', 'start': 42.32, 'duration': 3.919}","{'text': 'those were the local cultures within 6', 'start': 44.239, 'duration': 5.561}","{'text': 'to 10 hours it became a cfir cheers', 'start': 46.239, 'duration': 6.561}","{'text': 'cheers', 'start': 49.8, 'duration': 3.0}",,,,,,,,,,,
671,"{'text': 'sweet green just announced they are', 'start': 0.08, 'duration': 4.64}","{'text': 'removing oils from their cooking oil and', 'start': 1.88, 'duration': 4.2}","{'text': 'phasing it out from their salad', 'start': 4.72, 'duration': 3.48}","{'text': 'dressings this is amazing guys last year', 'start': 6.08, 'duration': 4.24}","{'text': 'I did a video calling them out sweet', 'start': 8.2, 'duration': 3.96}","{'text': 'green what kind of oil all going to be', 'start': 10.32, 'duration': 3.399}","{'text': 'sunflow oil the chicken is cooked in', 'start': 12.16, 'duration': 3.679}","{'text': ""sunflower oil too we're having sunflower"", 'start': 13.719, 'duration': 4.081}","{'text': 'oil and safflower oil as their cooking', 'start': 15.839, 'duration': 3.561}","{'text': 'oils and in tons of their salad', 'start': 17.8, 'duration': 3.479}","{'text': 'dressings and because of that video and', 'start': 19.4, 'duration': 3.36}","{'text': 'because a lot of customers complained', 'start': 21.279, 'duration': 3.361}","{'text': ""they listen I'm so stoked that a huge"", 'start': 22.76, 'duration': 4.439}","{'text': 'fast casual salad chain would listen to', 'start': 24.64, 'duration': 4.36}","{'text': 'these criticisms and wake up to the fact', 'start': 27.199, 'duration': 4.641}","{'text': 'that these oils are harmful for humans', 'start': 29.0, 'duration': 4.2}","{'text': 'why do I think oils are harmful for', 'start': 31.84, 'duration': 3.96}","{'text': 'humans the polyunsaturated fats and oils', 'start': 33.2, 'duration': 4.359}","{'text': 'accumulate in cell membranes accumulate', 'start': 35.8, 'duration': 3.56}","{'text': 'in a phospholipid in your mitochondria', 'start': 37.559, 'duration': 4.0}","{'text': 'cardial lipen and break your metabolism', 'start': 39.36, 'duration': 3.8}","{'text': ""that's the high level explanation I"", 'start': 41.559, 'duration': 3.401}","{'text': 'believe strongly that these soils ever', 'start': 43.16, 'duration': 3.8}","{'text': 'in the human Diet before 100 years ago', 'start': 44.96, 'duration': 3.84}","{'text': 'first introduced as machine lubricants', 'start': 46.96, 'duration': 4.239}","{'text': 'are one of the single greatest causes if', 'start': 48.8, 'duration': 4.439}","{'text': 'not the single greatest cause of', 'start': 51.199, 'duration': 4.0}","{'text': 'increased obesity diabetes and chronic', 'start': 53.239, 'duration': 3.96}","{'text': 'illness in the US population these oils', 'start': 55.199, 'duration': 3.401}","{'text': ""are horrible for humans and I'm so"", 'start': 57.199, 'duration': 4.721}","{'text': 'stoked that sweet greens listen', 'start': 58.6, 'duration': 3.32}",,,,,
